	ACTIVITY	ALogP98	ES_Sum_aaCH	ES_Sum_aasC	ES_Sum_dO	ES_Sum_dsCH	ES_Sum_dssC	ES_Sum_sCH3	ES_Sum_ssCH2	ES_Sum_ssO	ES_Sum_sssCH	ES_Count_aaCH	ES_Count_aasC	ES_Count_dsCH	ES_Count_sCH3	ES_Count_ssCH2	ES_Count_sssCH	LogD	Molecular_Weight	Molecular_Mass	Molecular_Solubility	VSA_TotalArea	Num_Atoms	Num_Bonds	Num_Hydrogens	Num_ExplicitHydrogens	Num_ExplicitAtoms	Num_ExplicitBonds	Num_RingBonds	Num_RotatableBonds	Num_AromaticBonds	Num_Rings	Num_AromaticRings	Num_RingAssemblies	Num_Rings6	Num_Chains	Num_ChainAssemblies	Num_StereoBonds	Num_SingleBonds	Num_DoubleBonds	Num_AliphaticSingleBonds	Num_AliphaticDoubleBonds	Num_AtomClasses	Organic_Count	Molecular_SurfaceArea	Molecular_FractionalPolarSurfaceArea	Molecular_SASA	Molecular_FractionalPolarSASA	Molecular_SAVol	BIC	CIC	E_ADJ_equ	E_ADJ_mag	E_DIST_equ	E_DIST_mag	IAC_Mean	IAC_Total	IC	SIC	V_ADJ_equ	V_ADJ_mag	V_DIST_equ	CHI_0	CHI_1	CHI_2	CHI_3_C	CHI_3_P	CHI_V_0	CHI_V_1	CHI_V_2	CHI_V_3_C	CHI_V_3_P	JX	JY	Wiener	Zagreb	Kappa_1	Kappa_1_AM	Kappa_2	Kappa_2_AM	Kappa_3	Kappa_3_AM	PHI	SC_0	SC_1	SC_2	SC_3_C	SC_3_P
1249	0	2.929	0.0	0.0	10.854	0.0	-0.042	4.121	5.332	4.898	0.0	0	0	0	2	6	0	2.929	158.238	158.131	-2.425	227.158	11	10	18	18	29	28	0	7	0	0	0	0	0	20	1	0	9	1	9	1	11	11	186.56	0.14	378.767	0.13	324.022	0.71737	0.97771	72.1928	86.4386	293.637	624.943	1.21701	35.2935	2.48171	0.71737	78.2645	86.4386	375.161	8.52709	5.30806	3.74318	0.28867	2.35095	7.55913	4.46469	2.67757	0.05892	1.45162	2.96056	3.13152	200.0	40	11.0	10.63	8.1	7.73384	7.90123	7.52755	7.4737	11.0	10.0	10.0	1.0	9.0
1252	0	2.022	0.0	0.0	10.679	0.0	-0.101	5.642	1.453	4.813	0.01	0	0	0	3	2	1	2.023	130.185	130.099	-1.422	184.371	9	8	14	14	23	22	0	4	0	0	0	0	0	17	1	0	7	1	7	1	8	9	156.24	0.168	319.515	0.154	274.536	0.92989	0.22222	54.8575	75.0586	155.722	358.726	1.26467	29.0875	2.9477	0.92989	58.0739	64.0	216.721	7.27602	4.18073	3.36352	0.56903	2.15109	6.30806	3.3474	2.32219	0.33678	0.91984	3.10307	3.3317	102.0	34	9.0	8.63	4.8395	4.50329	4.5	4.15424	4.31815	9.0	8.0	9.0	2.0	8.0
1258	0	2.592	9.617	1.003	11.149	0.0	-0.146	1.981	1.77	4.956	0.0	5	1	0	1	3	0	2.592	178.228	178.099	-2.763	223.327	13	13	14	14	27	27	6	5	6	1	1	1	1	16	6	0	9	4	6	1	11	13	189.14	0.139	383.55	0.129	334.741	0.77819	0.5196	114.009	147.207	500.044	630.919	1.29723	35.0252	3.18083	0.85958	104.676	122.211	522.435	9.51866	6.32569	4.98713	0.49279	3.51092	7.82456	4.52182	2.88284	0.17677	1.65846	2.29692	2.39045	286.0	56	11.0769	9.93438	6.45333	5.48785	4.6875	3.85357	4.19373	13.0	13.0	15.0	2.0	16.0
1317	0	2.083	7.419	1.613	10.543	0.0	-0.279	3.296	0.0	4.906	0.0	4	2	0	2	0	0	2.083	150.174	150.068	-2.207	180.54	11	11	10	10	21	21	6	2	6	1	1	1	1	13	6	0	7	4	4	1	11	11	158.68	0.165	328.706	0.15	289.119	0.74585	0.54545	94.4347	134.606	294.71	799.625	1.35666	28.4901	2.91397	0.84232	82.7686	98.1075	320.015	8.26758	5.19837	4.65136	0.81061	3.06327	6.62589	3.43972	2.35914	0.28659	1.34727	2.76261	2.88838	158.0	50	9.0909	7.95152	4.13265	3.30275	2.84444	2.16483	2.38744	11.0	11.0	14.0	3.0	15.0
1318	0	2.083	7.351	1.753	10.475	0.0	-0.284	3.372	0.0	4.83	0.0	4	2	0	2	0	0	2.083	150.174	150.068	-2.248	180.54	11	11	10	10	21	21	6	2	6	1	1	1	1	13	6	0	7	4	4	1	9	11	158.71	0.165	328.706	0.15	289.119	0.65278	0.90909	94.4347	134.606	313.183	796.307	1.35666	28.4901	2.55034	0.73721	82.7686	98.1075	337.778	8.26758	5.18154	4.75544	0.90104	2.94016	6.62589	3.43373	2.40669	0.31804	1.28256	2.64721	2.76534	166.0	50	9.0909	7.95152	4.13265	3.30275	3.2653	2.51488	2.38744	11.0	11.0	14.0	3.0	14.0
1320	0	3.213	7.441	1.772	11.174	0.0	-0.191	5.626	0.0	5.091	-0.083	4	2	0	3	0	1	3.213	178.228	178.099	-2.903	223.327	13	13	14	14	27	27	6	3	6	1	1	1	1	18	6	0	9	4	6	1	10	13	192.14	0.136	368.573	0.134	321.68	0.71712	0.76923	122.405	172.974	472.159	630.919	1.29723	35.0252	2.9312	0.79212	104.676	122.211	502.071	9.84493	6.09222	5.5829	1.06183	3.97861	8.20324	4.37711	3.38885	0.57149	1.71083	2.5625	2.67335	268.0	60	11.0769	9.93438	5.02422	4.19028	3.7037	2.99306	3.20214	13.0	13.0	17.0	4.0	18.0
1321	0	3.213	7.496	1.636	11.242	0.0	-0.186	5.559	0.0	5.167	-0.084	4	2	0	3	0	1	3.213	178.228	178.099	-2.863	223.327	13	13	14	14	27	27	6	3	6	1	1	1	1	18	6	0	9	4	6	1	12	13	192.11	0.136	368.573	0.134	321.68	0.79239	0.46153	122.405	172.974	449.77	630.919	1.29723	35.0252	3.2389	0.87527	104.676	122.211	479.243	9.84493	6.10906	5.47882	0.9714	4.10172	8.20324	4.38309	3.34129	0.54005	1.77554	2.65992	2.77627	256.0	60	11.0769	9.93438	5.02422	4.19028	3.32409	2.6671	3.20214	13.0	13.0	17.0	4.0	19.0
1322	0	6.856	7.62	1.829	11.682	0.0	-0.11	4.267	11.907	5.302	0.0	4	2	0	2	10	0	6.856	290.44	290.225	-7.013	394.473	21	21	30	30	51	51	6	12	6	1	1	1	1	33	6	0	17	4	14	1	19	21	318.26	0.082	576.505	0.085	494.236	0.61769	1.5238	218.92	268.078	384.911	630.919	1.16424	59.3764	2.8685	0.65307	200.089	226.477	467.0925	15.3386	10.2195	8.08387	0.78147	5.6716	13.697	8.4944	5.86555	0.29363	3.73712	1.9314	1.98473	269.0	90	19.0476	17.9004	12.5347	11.5031	10.368	9.4088	9.80524	21.0	21.0	24.0	3.0	25.0
1323	0	3.458	7.483	1.787	11.285	0.0	-0.164	5.992	0.466	5.141	0.34	4	2	0	3	1	1	3.458	192.254	192.115	-3.202	244.72	14	14	16	16	30	30	6	4	6	1	1	1	1	20	6	0	10	4	7	1	11	14	208.22	0.126	393.353	0.125	342.191	0.74175	0.71428	134.857	186.117	579.394	630.919	1.2729	38.1872	3.09306	0.81239	115.968	134.606	610.729	10.552	6.57538	6.09632	1.18972	3.7449	8.91035	4.85024	3.88509	0.70188	1.82758	2.44333	2.54533	342.0	64	12.0714	10.9278	5.77777	4.91335	4.88888	4.08409	3.83516	14.0	14.0	18.0	4.0	18.0
1324	0	5.031	7.571	1.818	11.507	0.0	-0.12	4.199	6.285	5.236	0.0	4	2	0	2	6	0	5.031	234.334	234.162	-4.872	308.9	17	17	22	22	39	39	6	8	6	1	1	1	1	25	6	0	13	4	10	1	15	17	254.39	0.103	477.385	0.103	412.189	0.71631	0.94117	167.636	212.877	994.513	630.919	1.21589	47.4198	3.14628	0.76974	151.02	172.974	467.0925	12.5102	8.21954	6.66966	0.78147	4.6716	10.8685	6.4944	4.45133	0.29363	2.73712	2.12634	2.20184	666.0	74	15.0588	13.9131	9.0	8.01684	7.11111	6.22317	6.56112	17.0	17.0	20.0	3.0	21.0
1325	0	3.782	17.025	2.702	11.644	0.0	-0.236	1.995	0.3	5.234	0.0	9	3	0	1	1	0	3.782	226.27	226.099	-4.228	262.283	17	18	14	14	31	32	12	4	12	2	2	2	2	17	11	0	11	7	5	1	13	17	225.04	0.116	432.609	0.114	381.885	0.57282	1.42733	190.962	254.084	384.911	630.919	1.27979	39.6737	2.66012	0.6508	156.739	186.117	964.943	12.0876	8.23718	7.20651	0.98559	5.33157	9.71975	5.55152	3.94949	0.41148	2.44395	1.91014	1.97396	592.0	82	13.4321	11.5523	6.80529	5.41397	4.63905	3.53798	3.67905	17.0	18.0	23.0	4.0	26.0
